"","congress","state_abbrev","district_code","district_id","party_code","icpsr","bioname","nominate_dim1","nominate_dim2","nokken_poole_dim1","nokken_poole_dim2","lcv_pooled_score","est_jobs"
"4813",112,"MA",5,"MA-05",100,20754,"TSONGAS, Nicola S. (Niki)",-0.396,-0.199,-0.353,-0.214,88.5714285714286,15.011157396458
"4814",112,"MA",10,"MA-10",100,21140,"KEATING, William R.",-0.331,-0.096,-0.345,-0.238,97.1428571428571,22.2058705564108
"4815",112,"MA",1,"MA-01",100,29123,"OLVER, John Walter",-0.577,-0.207,-0.601,-0.257,90,77.6452654403359
"4816",112,"MA",3,"MA-03",100,29729,"McGOVERN, James P.",-0.538,-0.337,-0.507,-0.464,97.1428571428571,39.5654561070947
"4817",112,"MA",6,"MA-06",100,29730,"TIERNEY, John F.",-0.488,-0.433,-0.455,-0.363,95.7142857142857,0.888719120949135
"4818",112,"MA",8,"MA-08",100,29919,"CAPUANO, Michael Everett",-0.58,-0.082,-0.562,-0.251,94.2857142857143,4.67840575531579
"4819",112,"MI",15,"MI-15",100,2605,"DINGELL, John David, Jr.",-0.448,0.313,-0.431,0.313,85.7142857142857,51.3493713347389
"4820",112,"MI",14,"MI-14",100,10713,"CONYERS, John, Jr.",-0.658,-0.512,-0.569,-0.424,97.1428571428571,15.8775690394012
"4821",112,"MI",5,"MI-05",100,14430,"KILDEE, Dale Edward",-0.385,0.011,-0.466,0.194,92.8571428571429,60.7567055227744
"4822",112,"MI",12,"MI-12",100,15033,"LEVIN, Sander Martin",-0.379,-0.091,-0.388,0.015,95.7142857142857,23.339356818883
"4823",112,"MI",6,"MI-06",200,15446,"UPTON, Frederick Stephen",0.32,-0.355,0.408,-0.272,11.4285714285714,100.240333735029
"4824",112,"MI",8,"MI-08",200,20120,"ROGERS, Mike",0.4,0.098,0.426,0.223,10,337.19308894006
"4825",112,"MI",10,"MI-10",200,20331,"MILLER, Candice S.",0.343,-0.001,0.435,-0.232,11.4285714285714,153.10911546435
"4826",112,"MI",11,"MI-11",200,20332,"McCOTTER, Thaddeus George",0.335,0.012,0.36,0.003,10,44.3446360145821
"4827",112,"MI",7,"MI-07",200,20725,"WALBERG, Tim",0.5,0.157,0.569,-0.042,7.14285714285714,325.000534729432
"4828",112,"MI",9,"MI-09",100,20923,"PETERS, Gary C.",-0.247,-0.182,-0.271,-0.264,84.2857142857143,28.4839988402083
"4829",112,"MI",1,"MI-01",200,21141,"BENISHEK, Dan",0.491,-0.15,0.592,-0.367,5.71428571428571,595.759809821827
"4830",112,"MI",2,"MI-02",200,21142,"HUIZENGA, Bill",0.534,0.04,0.651,-0.229,10,297.86149113766
"4831",112,"MI",3,"MI-03",200,21143,"AMASH, Justin",0.654,-0.757,0.821,-0.571,15.7142857142857,50.9392768597669
"4832",112,"MI",13,"MI-13",100,21145,"CLARKE, Hansen",-0.478,-0.192,-0.469,-0.221,95.7142857142857,14.0142716878553
"4833",112,"MI",4,"MI-04",200,29124,"CAMP, David Lee",0.385,-0.048,0.393,0.001,10,1734.72990468586
"4834",112,"MN",4,"MN-04",100,20122,"McCOLLUM, Betty",-0.419,-0.184,-0.425,-0.143,81.4285714285714,0.898590097748117
"4835",112,"MN",2,"MN-02",200,20333,"KLINE, John",0.49,0.154,0.511,0.241,5.71428571428571,19.1459283502629
"4836",112,"MN",1,"MN-01",100,20726,"WALZ, Tim",-0.275,0.131,-0.289,0.219,77.1428571428571,19.9996383199878
"4837",112,"MN",5,"MN-05",100,20727,"ELLISON, Keith",-0.537,-0.58,-0.522,-0.54,91.4285714285714,12.9803899755926
"4838",112,"MN",6,"MN-06",200,20728,"BACHMANN, Michele",0.584,-0.03,0.624,-0.19,7.14285714285714,10.3137947215148
"4839",112,"MN",3,"MN-03",200,20924,"PAULSEN, Erik",0.402,-0.191,0.412,-0.2,20,56.6662908051475
"4840",112,"MN",8,"MN-08",200,21146,"CRAVAACK, Chip",0.366,0.144,0.365,0.148,10,49.9971092839369
"4841",112,"MN",7,"MN-07",100,29127,"PETERSON, Collin Clark",-0.148,0.712,-0.147,0.76,15.7142857142857,110.004639231083
"4842",112,"MS",3,"MS-03",200,20925,"HARPER, Gregg",0.384,0.48,0.354,0.548,5.71428571428571,1619.92153511801
"4843",112,"MS",1,"MS-01",200,21147,"NUNNELEE, Alan",0.488,0.574,0.484,0.399,4.28571428571429,334.910033755757
"4844",112,"MS",4,"MS-04",200,21148,"PALAZZO, Steven",0.535,0.45,0.457,0.585,7.14285714285714,1441.42892014338
"4845",112,"MS",2,"MS-02",100,29368,"THOMPSON, Bennie",-0.518,0.391,-0.546,0.451,78.5714285714286,803.786401498302
"4846",112,"MO",2,"MO-02",200,20123,"AKIN, W. Todd",0.612,0.235,0.561,0.152,7.14285714285714,36.1350834315891
"4847",112,"MO",6,"MO-06",200,20124,"GRAVES, Samuel",0.448,0.163,0.493,0.214,5.71428571428571,8.08151470352345
"4848",112,"MO",1,"MO-01",100,20147,"CLAY, William Lacy, Jr.",-0.481,-0.078,-0.519,-0.165,91.4285714285714,132.738769566907
"4849",112,"MO",3,"MO-03",100,20516,"CARNAHAN, Russ",-0.347,-0.005,-0.387,0.011,92.8571428571429,86.0712070137742
"4850",112,"MO",5,"MO-05",100,20517,"CLEAVER, Emanuel, II",-0.453,0.001,-0.46,-0.032,91.4285714285714,21.927842551072
"4851",112,"MO",9,"MO-09",200,20926,"LUETKEMEYER, Blaine",0.45,0.25,0.459,0.476,5.71428571428571,10.013024823617
"4852",112,"MO",4,"MO-04",200,21149,"HARTZLER, Vicky",0.478,0.229,0.509,0.221,5.71428571428571,20.00982794972
"4853",112,"MO",7,"MO-07",200,21150,"LONG, Billy",0.544,0.244,0.62,0.262,5.71428571428571,20.013343270077
"4854",112,"MO",8,"MO-08",200,29736,"EMERSON, Jo Ann",0.269,0.274,0.295,0.117,8.57142857142857,80.0003188892362
"4855",112,"MT",1,"MT-AL",200,20125,"REHBERG, Denny",0.337,0.244,0.309,0.189,7.14285714285714,3392.18097901587
"4856",112,"NE",1,"NE-01",200,20518,"FORTENBERRY, Jeff",0.304,-0.061,0.293,-0.2,21.4285714285714,60.1569618801786
"4857",112,"NE",3,"NE-03",200,20729,"SMITH, Adrian",0.511,0.25,0.495,0.331,8.57142857142857,280.586034390585
"4858",112,"NE",2,"NE-02",200,29921,"TERRY, Lee Raymond",0.426,-0.067,0.407,-0.1,10,83.2547954913205
"4859",112,"NV",2,"NV-02",200,20730,"HELLER, Dean",0.463,-0.459,0.711,-0.703,0,531.901825317608
"4860",112,"NV",3,"NV-03",200,21151,"HECK, Joe",0.324,0.014,0.308,0.024,8.57142857142857,100.334127394953
"4861",112,"NV",2,"NV-02",200,21196,"AMODEI, Mark E.",0.385,0.209,0.447,-0.035,1.42857142857143,531.901825317608
"4862",112,"NV",1,"NV-01",100,29922,"BERKLEY, Shelley",-0.302,0.024,-0.288,0.056,91.4285714285714,3.74545738289941
"4863",112,"NH",1,"NH-01",200,21152,"GUINTA, Frank",0.433,0.164,0.433,0.074,11.4285714285714,10.6481381378871
"4864",112,"NH",2,"NH-02",200,29538,"BASS, Charles Foster",0.331,-0.556,0.257,-0.377,52.8571428571429,29.3494328704722
"4865",112,"NJ",4,"NJ-04",200,14863,"SMITH, Christopher Henry",0.18,-0.174,0.228,-0.277,50,16.3946855002091
"4866",112,"NJ",6,"NJ-06",100,15454,"PALLONE, Frank, Jr.",-0.402,-0.165,-0.519,-0.225,97.1428571428571,4.13808930735522
"4867",112,"NJ",10,"NJ-10",100,15619,"PAYNE, Donald Milford",-0.592,-0.547,-0.602,-0.535,94.2857142857143,0.680429721997391
"4868",112,"NJ",5,"NJ-05",200,20336,"GARRETT, Scott",0.688,-0.243,0.742,-0.244,10,25.7021854663733
"4869",112,"NJ",13,"NJ-13",100,20542,"SIRES, Albio",-0.404,0.098,-0.413,0.119,85.7142857142857,5.58739335742957
"4870",112,"NJ",7,"NJ-07",200,20929,"LANCE, Leonard",0.329,-0.237,0.337,-0.259,25.7142857142857,13.6529479881871
"4871",112,"NJ",3,"NJ-03",200,21153,"RUNYAN, Jon",0.222,0.089,0.228,0.115,17.1428571428571,12.3547708424106
"4872",112,"NJ",1,"NJ-01",100,29132,"ANDREWS, Robert Ernest",-0.297,-0.119,-0.411,0.092,90,0.0800478239745961
"4873",112,"NJ",2,"NJ-02",200,29539,"LoBIONDO, Frank A.",0.211,-0.224,0.226,-0.274,47.1428571428571,11.8081598359673
"4874",112,"NJ",11,"NJ-11",200,29541,"FRELINGHUYSEN, Rodney P.",0.292,-0.262,0.246,0.1,21.4285714285714,22.5118243807638
"4875",112,"NJ",8,"NJ-08",100,29741,"PASCRELL, William J., Jr.",-0.369,-0.004,-0.429,0.105,85.7142857142857,0.00483631633387969
"4876",112,"NJ",9,"NJ-09",100,29742,"ROTHMAN, Steven",-0.352,-0.092,-0.394,0.08,90,6.88205187815358
"4877",112,"NJ",12,"NJ-12",100,29923,"HOLT, Rush",-0.463,-0.33,-0.482,-0.334,98.5714285714286,10.179271845355
"4878",112,"NJ",10,"NJ-10",100,31103,"PAYNE, Donald, Jr.",-0.52,-0.096,-0.43,-0.374,94.2857142857143,0.680429721997391
"4879",112,"NM",2,"NM-02",200,20337,"PEARCE, Stevan",0.472,0.064,0.502,0.034,5.71428571428571,7109.71314755571
"4880",112,"NM",1,"NM-01",100,20930,"HEINRICH, Martin",-0.331,-0.026,-0.287,-0.019,90,522.470637432313
"4881",112,"NY",15,"NY-15",100,13035,"RANGEL, Charles B.",-0.514,-0.341,-0.479,-0.188,80,36.2801820197681
"4882",112,"NY",5,"NY-05",100,15000,"ACKERMAN, Gary Leonard",-0.429,-0.165,-0.429,0.081,84.2857142857143,1.37788764023157
"4883",112,"NY",10,"NY-10",100,15072,"TOWNS, Edolphus",-0.519,-0.132,-0.53,-0.058,95.7142857142857,7.60877046982666
"4884",112,"NY",28,"NY-28",100,15444,"SLAUGHTER, Louise McIntosh",-0.465,-0.104,-0.483,-0.261,72.8571428571429,17.919805963001
"4885",112,"NY",17,"NY-17",100,15603,"ENGEL, Eliot Lance",-0.408,-0.093,-0.426,0.141,92.8571428571429,3.25382357839075
"4886",112,"NY",18,"NY-18",100,15612,"LOWEY, Nita M.",-0.389,-0.152,-0.385,0.012,94.2857142857143,8.98722439653015
"4887",112,"NY",2,"NY-02",100,20129,"ISRAEL, Steve",-0.334,-0.051,-0.394,0.1,98.5714285714286,2.94877984446549
"4888",112,"NY",1,"NY-01",100,20338,"BISHOP, Timothy H.",-0.338,-0.05,-0.338,-0.048,90,7.09493822757153
"4889",112,"NY",27,"NY-27",100,20519,"HIGGINS, Brian",-0.348,-0.032,-0.329,-0.031,90,280.449613550612
"4890",112,"NY",11,"NY-11",100,20733,"CLARKE, Yvette Diane",-0.606,-0.256,-0.646,-0.182,91.4285714285714,5.16211698023607
"4891",112,"NY",21,"NY-21",100,20934,"TONKO, Paul",-0.415,-0.265,-0.418,-0.303,95.7142857142857,196.362877190804
"4892",112,"NY",23,"NY-23",100,20957,"OWENS, William",-0.182,0.409,-0.171,0.342,57.1428571428571,13.9692662701749
"4893",112,"NY",29,"NY-29",200,21101,"REED, Thomas W. II",0.269,0.12,0.347,0.001,8.57142857142857,228.026524046859
"4894",112,"NY",13,"NY-13",200,21154,"GRIMM, Michael G.",0.219,0.136,0.236,0.137,12.8571428571429,2.62459345994108
"4895",112,"NY",19,"NY-19",200,21155,"HAYWORTH, Nan",0.282,-0.182,0.286,-0.208,44.2857142857143,18.1772938688175
"4896",112,"NY",20,"NY-20",200,21156,"GIBSON, Christopher",0.203,-0.455,0.233,-0.529,28.5714285714286,8.63551146430507
"4897",112,"NY",24,"NY-24",200,21157,"HANNA, Richard",0.215,-0.145,0.238,-0.197,22.8571428571429,70.9541607995032
"4898",112,"NY",25,"NY-25",200,21158,"BUERKLE, Ann Marie",0.579,0.253,0.57,0.133,5.71428571428571,22.2066473029635
"4899",112,"NY",26,"NY-26",100,21194,"HOCHUL, Kathleen C.",-0.239,0.317,-0.219,0.232,72.8571428571429,73.423604533004
"4900",112,"NY",9,"NY-09",200,21197,"TURNER, Robert L.",0.281,0.302,0.283,0.242,1.42857142857143,5.65515614775531
"4901",112,"NY",16,"NY-16",100,29134,"SERRANO, José E.",-0.491,-0.377,-0.511,-0.35,94.2857142857143,2.80554517316345
"4902",112,"NY",3,"NY-03",200,29375,"KING, Peter T.",0.259,-0.03,0.227,0.227,11.4285714285714,5.4111750936232
"4903",112,"NY",8,"NY-08",100,29377,"NADLER, Jerrold Lewis",-0.507,-0.478,-0.502,-0.461,95.7142857142857,28.176255261451
"4904",112,"NY",14,"NY-14",100,29379,"MALONEY, Carolyn Bosher",-0.387,-0.285,-0.389,-0.364,97.1428571428571,25.8883132648746
"4905",112,"NY",22,"NY-22",100,29380,"HINCHEY, Maurice Dunlea",-0.575,-0.007,-0.559,0.047,82.8571428571429,27.3692331288284
"4906",112,"NY",4,"NY-04",100,29744,"McCARTHY, Carolyn",-0.294,-0.04,-0.317,0.08,87.1428571428571,3.16360689058193
"4907",112,"NY",6,"NY-06",100,29776,"MEEKS, Gregory W.",-0.415,-0.063,-0.435,0.03,87.1428571428571,0.0036123035262808
"4908",112,"NY",7,"NY-07",100,29925,"CROWLEY, Joseph",-0.412,-0.07,-0.412,-0.172,92.8571428571429,4.38476386054347
"4909",112,"NY",9,"NY-09",100,29926,"WEINER, Anthony D.",-0.408,-0.371,-0.404,-0.568,88.5714285714286,5.65515614775531
"4910",112,"NC",6,"NC-06",200,15092,"COBLE, Howard",0.52,-0.081,0.495,-0.275,8.57142857142857,14.8468453652314
"4911",112,"NC",4,"NC-04",100,15438,"PRICE, David Eugene",-0.343,-0.03,-0.43,-0.026,95.7142857142857,22.236790644364
"4912",112,"NC",1,"NC-01",100,20340,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",-0.404,0.184,-0.389,0.213,91.4285714285714,1.32213416237635
"4913",112,"NC",13,"NC-13",100,20341,"MILLER, Brad",-0.376,0.063,-0.444,0.171,95.7142857142857,19.7807607581728
"4914",112,"NC",5,"NC-05",200,20521,"FOXX, Virginia Ann",0.624,0.173,0.682,0.08,5.71428571428571,15.2063761376948
"4915",112,"NC",10,"NC-10",200,20522,"McHENRY, Patrick T.",0.524,0.155,0.606,0.016,5.71428571428571,10.0020914117063
"4916",112,"NC",11,"NC-11",100,20737,"SHULER, Heath",-0.07,0.224,-0.06,0.069,57.1428571428571,30.0015966685106
"4917",112,"NC",8,"NC-08",100,20938,"KISSELL, Larry",-0.182,0.375,-0.143,0.256,44.2857142857143,13.3879031314711
"4918",112,"NC",2,"NC-02",200,21159,"ELLMERS, Renee",0.406,0.338,0.456,0.383,8.57142857142857,20.7368445902205
"4919",112,"NC",12,"NC-12",100,29383,"WATT, Melvin L.",-0.526,-0.155,-0.46,-0.089,94.2857142857143,16.0636361411989
"4920",112,"NC",3,"NC-03",200,29546,"JONES, Walter Beaman, Jr.",0.244,-0.362,0.144,-0.372,28.5714285714286,10.0006395027054
"4921",112,"NC",9,"NC-09",200,29549,"MYRICK, Sue",0.56,0.027,0.518,0.166,5.71428571428571,19.0238253180076
"4922",112,"NC",7,"NC-07",100,29746,"McINTYRE, Mike",-0.148,0.56,-0.13,0.366,40,17.3888704270144
"4923",112,"ND",1,"ND-AL",200,21160,"BERG, Rick",0.328,0.427,0.333,0.306,5.71428571428571,5420.9619952648
"4924",112,"OH",9,"OH-09",100,15029,"KAPTUR, Marcia Carolyn (Marcy)",-0.346,0.128,-0.401,0.15,85.7142857142857,65.1712100684832
"4925",112,"OH",12,"OH-12",200,20130,"TIBERI, Patrick (Pat)",0.386,-0.026,0.32,0.028,11.4285714285714,114.292053287237
"4926",112,"OH",3,"OH-03",200,20342,"TURNER, Michael R.",0.267,0.254,0.254,0.171,8.57142857142857,14.45573729529
"4927",112,"OH",17,"OH-17",100,20343,"RYAN, Timothy J.",-0.402,0.208,-0.438,0.265,88.5714285714286,264.083109432506
"4928",112,"OH",2,"OH-02",200,20540,"SCHMIDT, Jean",0.467,-0.1,0.467,-0.149,10,20.7653771919996
"4929",112,"OH",4,"OH-04",200,20738,"JORDAN, Jim",0.716,-0.195,0.731,-0.121,8.57142857142857,145.15647213127
"4930",112,"OH",13,"OH-13",100,20740,"SUTTON, Betty",-0.44,0.165,-0.428,0.14,88.5714285714286,123.031278823861
"4931",112,"OH",5,"OH-05",200,20755,"LATTA, Robert E.",0.509,0.284,0.508,0.365,7.14285714285714,46.754609784142
"4932",112,"OH",7,"OH-07",200,20940,"AUSTRIA, Steve",0.367,0.305,0.326,0.454,8.57142857142857,352.660812527618
"4933",112,"OH",11,"OH-11",100,20941,"FUDGE, Marcia L.",-0.581,0.14,-0.609,0.06,91.4285714285714,23.4398894210365
"4934",112,"OH",6,"OH-06",200,21162,"JOHNSON, Bill",0.436,0.235,0.463,0.155,7.14285714285714,2826.18341286097
"4935",112,"OH",15,"OH-15",200,21163,"STIVERS, Steve",0.3,0.269,0.271,0.162,10,45.6657416306571
"4936",112,"OH",16,"OH-16",200,21164,"RENACCI, Jim",0.387,0.143,0.395,0.012,5.71428571428571,645.448008589414
"4937",112,"OH",18,"OH-18",200,21165,"GIBBS, Bob",0.484,0.284,0.429,0.305,7.14285714285714,2508.73423873622
"4938",112,"OH",1,"OH-01",200,29550,"CHABOT, Steve",0.542,-0.137,0.622,-0.158,10,19.5440023356088
"4939",112,"OH",14,"OH-14",200,29553,"LaTOURETTE, Steven C.",0.211,-0.063,0.179,0.073,15.7142857142857,319.517177169557
"4940",112,"OH",10,"OH-10",100,29748,"KUCINICH, Dennis",-0.582,0.024,-0.79,-0.071,91.4285714285714,34.105181119212
"4941",112,"OK",1,"OK-01",200,20131,"SULLIVAN, John",0.513,0.173,0.471,0.125,8.57142857142857,5452.99561598071
"4942",112,"OK",4,"OK-04",200,20344,"COLE, Tom",0.323,0.412,0.289,0.401,7.14285714285714,4568.39244960927
"4943",112,"OK",2,"OK-02",100,20523,"BOREN, Daniel David",-0.112,0.994,-0.071,0.887,15.7142857142857,2434.02658912431
"4944",112,"OK",5,"OK-05",200,21166,"LANKFORD, James",0.593,0.143,0.535,0.154,8.57142857142857,9589.49236419541
"4945",112,"OK",3,"OK-03",200,29393,"LUCAS, Frank D.",0.361,0.452,0.295,0.58,7.14285714285714,11804.4809447923
"4946",112,"OR",4,"OR-04",100,15410,"DeFAZIO, Peter Anthony",-0.427,-0.002,-0.277,-0.202,87.1428571428571,18.6487049912414
"4947",112,"OR",5,"OR-05",100,20944,"SCHRADER, Kurt",-0.182,0.054,-0.174,-0.021,75.7142857142857,25.4223135970072
"4948",112,"OR",1,"OR-01",100,21198,"BONAMICI, Suzanne",-0.397,-0.417,-0.389,-0.36,97.1428571428571,11.190208083387
"4949",112,"OR",3,"OR-03",100,29588,"BLUMENAUER, Earl",-0.426,-0.626,-0.39,-0.551,97.1428571428571,34.7246202331372
"4950",112,"OR",1,"OR-01",100,29931,"WU, David",-0.37,0.031,-0.344,-0.24,97.1428571428571,11.190208083387
"4951",112,"OR",2,"OR-02",200,29932,"WALDEN, Greg",0.333,-0.011,0.366,-0.118,12.8571428571429,20.0110150882239
"4952",112,"PA",9,"PA-09",200,20134,"SHUSTER, William (Bill)",0.374,0.323,0.316,0.369,7.14285714285714,2775.50158242254
"4953",112,"PA",19,"PA-19",200,20135,"PLATTS, Todd",0.252,-0.15,0.217,-0.041,27.1428571428571,10.0047840485066
"4954",112,"PA",6,"PA-06",200,20345,"GERLACH, Jim",0.221,-0.107,0.209,-0.056,30,21.2568004077917
"4955",112,"PA",18,"PA-18",200,20346,"MURPHY, Timothy",0.258,0.198,0.356,0.093,11.4285714285714,2450.76025975131
"4956",112,"PA",8,"PA-08",200,20524,"FITZPATRICK, Michael G.",0.202,-0.186,0.253,-0.376,45.7142857142857,12.065489193812
"4957",112,"PA",13,"PA-13",100,20525,"SCHWARTZ, Allyson Y.",-0.343,-0.008,-0.342,-0.035,91.4285714285714,32.2133233918313
"4958",112,"PA",15,"PA-15",200,20526,"DENT, Charles W.",0.244,-0.085,0.233,-0.107,20,39.4740050881898
"4959",112,"PA",4,"PA-04",100,20743,"ALTMIRE, Jason",-0.133,0.59,-0.164,0.624,34.2857142857143,632.131266702406
"4960",112,"PA",5,"PA-05",200,20946,"THOMPSON, Glenn",0.335,0.334,0.295,0.246,10,2429.4667781532
"4961",112,"PA",12,"PA-12",100,20960,"CRITZ, Mark S.",-0.326,0.945,-0.331,0.839,42.8571428571429,5396.86803810384
"4962",112,"PA",3,"PA-03",200,21167,"KELLY, Mike",0.378,0.398,0.296,0.475,7.14285714285714,1319.32207392791
"4963",112,"PA",7,"PA-07",200,21168,"MEEHAN, Patrick",0.22,0.076,0.202,0.069,12.8571428571429,62.2403328747098
"4964",112,"PA",10,"PA-10",200,21170,"MARINO, Thomas A.",0.352,0.477,0.381,0.543,8.57142857142857,300.266636061027
"4965",112,"PA",11,"PA-11",200,21171,"BARLETTA, Lou",0.278,0.393,0.25,0.389,10,252.347901976123
"4966",112,"PA",17,"PA-17",100,29396,"HOLDEN, Thomas Timothy (Tim)",-0.233,0.608,-0.315,0.8,38.5714285714286,466.320093985224
"4967",112,"PA",2,"PA-02",100,29559,"FATTAH, Chaka",-0.472,-0.054,-0.409,-0.004,91.4285714285714,12.1111036115681
"4968",112,"PA",14,"PA-14",100,29561,"DOYLE, Michael F.",-0.331,0.099,-0.462,0.058,84.2857142857143,211.219173963094
"4969",112,"PA",16,"PA-16",200,29752,"PITTS, Joseph R.",0.538,0.012,0.496,0.027,8.57142857142857,24.5129504866156
"4970",112,"PA",1,"PA-01",100,29777,"BRADY, Robert A.",-0.484,0.225,-0.534,0.262,92.8571428571429,14.705220655995
"4971",112,"RI",2,"RI-02",100,20136,"LANGEVIN, James",-0.375,0.114,-0.385,0.061,92.8571428571429,10.5818292082246
"4972",112,"RI",1,"RI-01",100,21172,"CICILLINE, David N.",-0.389,-0.262,-0.397,-0.19,97.1428571428571,29.4164617214116
"4973",112,"SC",2,"SC-02",200,20138,"WILSON, Addison Graves (Joe)",0.53,0.162,0.615,0.098,5.71428571428571,29.4046441931811
"4974",112,"SC",1,"SC-01",200,21173,"SCOTT, Tim",0.635,0.003,0.682,-0.006,5.71428571428571,29.7184885603398
"4975",112,"SC",3,"SC-03",200,21174,"DUNCAN, Jeff",0.697,-0.099,0.738,-0.107,5.71428571428571,75.5352333869745
"4976",112,"SC",4,"SC-04",200,21175,"GOWDY, Trey",0.655,-0.002,0.696,-0.094,5.71428571428571,20.0044515827845
"4977",112,"SC",5,"SC-05",200,21176,"MULVANEY, Mick",0.75,-0.592,0.802,-0.506,11.4285714285714,18.0054067015205
"4978",112,"SC",6,"SC-06",100,39301,"CLYBURN, James Enos",-0.466,0.246,-0.468,0.272,81.4285714285714,25.326501714729
"4979",112,"SD",1,"SD-AL",200,21177,"NOEM, Kristi",0.398,0.326,0.362,0.301,10,120.0051539768
"4980",112,"TN",5,"TN-05",100,15019,"COOPER, James Hayes Shofner",-0.164,-0.033,-0.165,-0.037,84.2857142857143,66.7458456400721
"4981",112,"TN",2,"TN-02",200,15455,"DUNCAN, John J., Jr.",0.604,-0.476,0.658,-0.753,7.14285714285714,90.0139566001831
"4982",112,"TN",7,"TN-07",200,20351,"BLACKBURN, Marsha",0.632,0.141,0.642,0.356,7.14285714285714,32.9221280937501
"4983",112,"TN",9,"TN-09",100,20748,"COHEN, Stephen",-0.392,-0.296,-0.401,-0.455,94.2857142857143,8.6680796821558
"4984",112,"TN",1,"TN-01",200,20947,"ROE, David P. (Phil)",0.486,0.024,0.476,0.102,5.71428571428571,192.636912744972
"4985",112,"TN",3,"TN-03",200,21178,"FLEISCHMANN, Chuck",0.432,0.392,0.488,0.345,5.71428571428571,568.292110311585
"4986",112,"TN",4,"TN-04",200,21179,"DESJARLAIS, Scott",0.579,-0.052,0.507,0.156,4.28571428571429,402.753024677492
"4987",112,"TN",6,"TN-06",200,21180,"BLACK, Diane",0.58,0.219,0.57,0.236,8.57142857142857,10.0529927216156
"4988",112,"TN",8,"TN-08",200,21181,"FINCHER, Stephen Lee",0.526,0.181,0.521,0.057,8.57142857142857,23.8187054465486
"4989",112,"TX",14,"TX-14",200,14290,"PAUL, Ronald Ernest",0.863,-0.505,0.648,-0.762,7.14285714285714,3539.44988023604
"4990",112,"TX",6,"TX-06",200,15085,"BARTON, Joe Linus",0.528,0.047,0.474,-0.11,10,3332.10608647778
"4991",112,"TX",21,"TX-21",200,15445,"SMITH, Lamar Seeligson",0.425,0.061,0.396,0.462,7.14285714285714,441.044976579913
"4992",112,"TX",7,"TX-07",200,20139,"CULBERSON, John",0.503,0.366,0.529,0.395,7.14285714285714,3500.51231262822
"4993",112,"TX",5,"TX-05",200,20352,"HENSARLING, Jeb",0.703,0.04,0.669,0.095,7.14285714285714,2252.82432277443
"4994",112,"TX",19,"TX-19",200,20353,"NEUGEBAUER, Randy",0.628,0.322,0.685,0.293,5.71428571428571,8399.5178053997
"4995",112,"TX",26,"TX-26",200,20355,"BURGESS, Michael C.",0.565,-0.163,0.636,-0.378,7.14285714285714,1926.36745094551
"4996",112,"TX",31,"TX-31",200,20356,"CARTER, John R.",0.486,0.553,0.389,0.688,10,252.027472842371
"4997",112,"TX",1,"TX-01",200,20527,"GOHMERT, Louie",0.644,-0.406,0.612,-0.321,7.14285714285714,10317.3863752153
"4998",112,"TX",2,"TX-02",200,20528,"POE, Ted",0.594,-0.029,0.623,-0.203,5.71428571428571,7538.39958782594
"4999",112,"TX",9,"TX-09",100,20529,"GREEN, Al",-0.444,0.266,-0.412,0.408,77.1428571428571,2289.78371211685
"5000",112,"TX",10,"TX-10",200,20530,"McCAUL, Michael T.",0.412,0.172,0.44,0.217,7.14285714285714,8642.29542481609
"5001",112,"TX",11,"TX-11",200,20531,"CONAWAY, K. Michael",0.593,0.367,0.661,0.613,5.71428571428571,21245.0102012193
"5002",112,"TX",24,"TX-24",200,20532,"MARCHANT, Kenny",0.6,0.154,0.597,0.104,5.71428571428571,1818.70533607616
"5003",112,"TX",28,"TX-28",100,20533,"CUELLAR, Henry",-0.226,0.628,-0.226,0.541,50,2458.77589152528
"5004",112,"TX",22,"TX-22",200,20948,"OLSON, Pete",0.548,0.308,0.505,0.549,5.71428571428571,3857.25817331103
"5005",112,"TX",17,"TX-17",200,21182,"FLORES, Bill",0.572,0.293,0.604,0.325,8.57142857142857,4499.93383353812
"5006",112,"TX",23,"TX-23",200,21183,"CANSECO, Francisco (Quico)",0.571,0.522,0.562,0.418,7.14285714285714,2550.75523346618
"5007",112,"TX",27,"TX-27",200,21184,"FARENTHOLD, Blake",0.548,0.016,0.529,0.118,8.57142857142857,3408.10441910561
"5008",112,"TX",3,"TX-03",200,29143,"JOHNSON, Sam",0.61,0.277,0.552,0.378,4.28571428571429,605.40244242453
"5009",112,"TX",25,"TX-25",100,29571,"DOGGETT, Lloyd Alton, II",-0.402,-0.33,-0.358,-0.243,95.7142857142857,836.675121159755
"5010",112,"TX",13,"TX-13",200,29572,"THORNBERRY, William McClellan (Mac)",0.525,0.313,0.553,0.664,4.28571428571429,7678.95752146866
"5011",112,"TX",18,"TX-18",100,29573,"JACKSON LEE, Sheila",-0.459,0.121,-0.489,0.319,71.4285714285714,4029.25216222924
"5012",112,"TX",32,"TX-32",200,29759,"SESSIONS, Pete",0.585,0.17,0.619,0.218,5.71428571428571,917.670817821919
"5013",112,"TX",8,"TX-08",200,29760,"BRADY, Kevin Patrick",0.52,0.239,0.607,0.169,5.71428571428571,2824.07814946535
"5014",112,"TX",12,"TX-12",200,29762,"GRANGER, Kay",0.403,0.243,0.341,0.586,11.4285714285714,6177.33518247929
